* Block Type = 384-Well Block
* Date Created =
* Passive Reference = ROX
* Barcode = 

"Well","Well Position","Sample Name","Sample Color","Biogroup Name","Biogroup Color","Target Name","Target Color","Task","Reporter","Quencher","Quantity","Comments"
92,"D20","3522103489","""RGB(255,255,0)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
92,"D20","3522103489","""RGB(255,255,0)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
92,"D20","3522103489","""RGB(255,255,0)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
93,"D21","3522103450","""RGB(219,255,0)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
93,"D21","3522103450","""RGB(219,255,0)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
93,"D21","3522103450","""RGB(219,255,0)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
94,"D22","3522103506","""RGB(182,255,0)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
94,"D22","3522103506","""RGB(182,255,0)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
94,"D22","3522103506","""RGB(182,255,0)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
95,"D23","3522103467","""RGB(146,255,0)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
95,"D23","3522103467","""RGB(146,255,0)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
95,"D23","3522103467","""RGB(146,255,0)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
96,"D24","3522103428","""RGB(109,255,0)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
96,"D24","3522103428","""RGB(109,255,0)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
96,"D24","3522103428","""RGB(109,255,0)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
97,"E1","3522103441","""RGB(73,255,0)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
97,"E1","3522103441","""RGB(73,255,0)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
98,"E2","3522103497","""RGB(36,255,0)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
98,"E2","3522103497","""RGB(36,255,0)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
99,"E3","3522103458","""RGB(0,255,0)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
99,"E3","3522103458","""RGB(0,255,0)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
100,"E4","3522103514","""RGB(0,255,36)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
100,"E4","3522103514","""RGB(0,255,36)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
101,"E5","3522103475","""RGB(0,255,73)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
101,"E5","3522103475","""RGB(0,255,73)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
102,"E6","3522103436","""RGB(0,255,109)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
102,"E6","3522103436","""RGB(0,255,109)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
103,"E7","3522103441","""RGB(73,255,0)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
103,"E7","3522103441","""RGB(73,255,0)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
104,"E8","3522103497","""RGB(36,255,0)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
104,"E8","3522103497","""RGB(36,255,0)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
105,"E9","3522103458","""RGB(0,255,0)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
105,"E9","3522103458","""RGB(0,255,0)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
106,"E10","3522103514","""RGB(0,255,36)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
106,"E10","3522103514","""RGB(0,255,36)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
107,"E11","3522103475","""RGB(0,255,73)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
107,"E11","3522103475","""RGB(0,255,73)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
108,"E12","3522103436","""RGB(0,255,109)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
108,"E12","3522103436","""RGB(0,255,109)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
109,"E13","3522103441","""RGB(73,255,0)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
109,"E13","3522103441","""RGB(73,255,0)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
110,"E14","3522103497","""RGB(36,255,0)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
110,"E14","3522103497","""RGB(36,255,0)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
111,"E15","3522103458","""RGB(0,255,0)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
111,"E15","3522103458","""RGB(0,255,0)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
112,"E16","3522103514","""RGB(0,255,36)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
112,"E16","3522103514","""RGB(0,255,36)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
113,"E17","3522103475","""RGB(0,255,73)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
113,"E17","3522103475","""RGB(0,255,73)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
114,"E18","3522103436","""RGB(0,255,109)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
114,"E18","3522103436","""RGB(0,255,109)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
115,"E19","3522103441","""RGB(73,255,0)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
115,"E19","3522103441","""RGB(73,255,0)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
115,"E19","3522103441","""RGB(73,255,0)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
116,"E20","3522103497","""RGB(36,255,0)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
116,"E20","3522103497","""RGB(36,255,0)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
116,"E20","3522103497","""RGB(36,255,0)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
117,"E21","3522103458","""RGB(0,255,0)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
117,"E21","3522103458","""RGB(0,255,0)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
117,"E21","3522103458","""RGB(0,255,0)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
118,"E22","3522103514","""RGB(0,255,36)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
118,"E22","3522103514","""RGB(0,255,36)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
118,"E22","3522103514","""RGB(0,255,36)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
119,"E23","3522103475","""RGB(0,255,73)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
119,"E23","3522103475","""RGB(0,255,73)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
119,"E23","3522103475","""RGB(0,255,73)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
120,"E24","3522103436","""RGB(0,255,109)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
120,"E24","3522103436","""RGB(0,255,109)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
120,"E24","3522103436","""RGB(0,255,109)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
121,"F1","3522103441","""RGB(73,255,0)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
121,"F1","3522103441","""RGB(73,255,0)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
122,"F2","3522103497","""RGB(36,255,0)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
122,"F2","3522103497","""RGB(36,255,0)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
123,"F3","3522103458","""RGB(0,255,0)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
123,"F3","3522103458","""RGB(0,255,0)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
124,"F4","3522103514","""RGB(0,255,36)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
124,"F4","3522103514","""RGB(0,255,36)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
125,"F5","3522103475","""RGB(0,255,73)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
125,"F5","3522103475","""RGB(0,255,73)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
126,"F6","3522103436","""RGB(0,255,109)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
126,"F6","3522103436","""RGB(0,255,109)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
127,"F7","3522103441","""RGB(73,255,0)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
127,"F7","3522103441","""RGB(73,255,0)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
128,"F8","3522103497","""RGB(36,255,0)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
128,"F8","3522103497","""RGB(36,255,0)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
129,"F9","3522103458","""RGB(0,255,0)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
129,"F9","3522103458","""RGB(0,255,0)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
130,"F10","3522103514","""RGB(0,255,36)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
130,"F10","3522103514","""RGB(0,255,36)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
131,"F11","3522103475","""RGB(0,255,73)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
131,"F11","3522103475","""RGB(0,255,73)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
132,"F12","3522103436","""RGB(0,255,109)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
132,"F12","3522103436","""RGB(0,255,109)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
133,"F13","3522103441","""RGB(73,255,0)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
133,"F13","3522103441","""RGB(73,255,0)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
134,"F14","3522103497","""RGB(36,255,0)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
134,"F14","3522103497","""RGB(36,255,0)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
135,"F15","3522103458","""RGB(0,255,0)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
135,"F15","3522103458","""RGB(0,255,0)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
136,"F16","3522103514","""RGB(0,255,36)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
136,"F16","3522103514","""RGB(0,255,36)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
137,"F17","3522103475","""RGB(0,255,73)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
137,"F17","3522103475","""RGB(0,255,73)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
138,"F18","3522103436","""RGB(0,255,109)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
138,"F18","3522103436","""RGB(0,255,109)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
139,"F19","3522103441","""RGB(73,255,0)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
139,"F19","3522103441","""RGB(73,255,0)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
139,"F19","3522103441","""RGB(73,255,0)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
140,"F20","3522103497","""RGB(36,255,0)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
140,"F20","3522103497","""RGB(36,255,0)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
140,"F20","3522103497","""RGB(36,255,0)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
141,"F21","3522103458","""RGB(0,255,0)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
141,"F21","3522103458","""RGB(0,255,0)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
141,"F21","3522103458","""RGB(0,255,0)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
142,"F22","3522103514","""RGB(0,255,36)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
142,"F22","3522103514","""RGB(0,255,36)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
142,"F22","3522103514","""RGB(0,255,36)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
143,"F23","3522103475","""RGB(0,255,73)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
143,"F23","3522103475","""RGB(0,255,73)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
143,"F23","3522103475","""RGB(0,255,73)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
144,"F24","3522103436","""RGB(0,255,109)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
144,"F24","3522103436","""RGB(0,255,109)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
144,"F24","3522103436","""RGB(0,255,109)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
145,"G1","3522103449","""RGB(0,255,146)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
145,"G1","3522103449","""RGB(0,255,146)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
146,"G2","3522103505","""RGB(0,255,182)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
146,"G2","3522103505","""RGB(0,255,182)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
147,"G3","3522103466","""RGB(0,255,219)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
147,"G3","3522103466","""RGB(0,255,219)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
148,"G4","3522103427","""RGB(0,255,255)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
148,"G4","3522103427","""RGB(0,255,255)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
149,"G5","3522103483","""RGB(0,219,255)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
149,"G5","3522103483","""RGB(0,219,255)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
150,"G6","3522103444","""RGB(0,182,255)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
150,"G6","3522103444","""RGB(0,182,255)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
151,"G7","3522103449","""RGB(0,255,146)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
151,"G7","3522103449","""RGB(0,255,146)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
152,"G8","3522103505","""RGB(0,255,182)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
152,"G8","3522103505","""RGB(0,255,182)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
153,"G9","3522103466","""RGB(0,255,219)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
153,"G9","3522103466","""RGB(0,255,219)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
154,"G10","3522103427","""RGB(0,255,255)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
154,"G10","3522103427","""RGB(0,255,255)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
155,"G11","3522103483","""RGB(0,219,255)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
155,"G11","3522103483","""RGB(0,219,255)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
156,"G12","3522103444","""RGB(0,182,255)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
156,"G12","3522103444","""RGB(0,182,255)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
157,"G13","3522103449","""RGB(0,255,146)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
157,"G13","3522103449","""RGB(0,255,146)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
158,"G14","3522103505","""RGB(0,255,182)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
158,"G14","3522103505","""RGB(0,255,182)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
159,"G15","3522103466","""RGB(0,255,219)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
159,"G15","3522103466","""RGB(0,255,219)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
160,"G16","3522103427","""RGB(0,255,255)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
160,"G16","3522103427","""RGB(0,255,255)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
161,"G17","3522103483","""RGB(0,219,255)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
161,"G17","3522103483","""RGB(0,219,255)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
162,"G18","3522103444","""RGB(0,182,255)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
162,"G18","3522103444","""RGB(0,182,255)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
163,"G19","3522103449","""RGB(0,255,146)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
163,"G19","3522103449","""RGB(0,255,146)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
163,"G19","3522103449","""RGB(0,255,146)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
164,"G20","3522103505","""RGB(0,255,182)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
164,"G20","3522103505","""RGB(0,255,182)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
164,"G20","3522103505","""RGB(0,255,182)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
165,"G21","3522103466","""RGB(0,255,219)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
165,"G21","3522103466","""RGB(0,255,219)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
165,"G21","3522103466","""RGB(0,255,219)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
166,"G22","3522103427","""RGB(0,255,255)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
166,"G22","3522103427","""RGB(0,255,255)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
166,"G22","3522103427","""RGB(0,255,255)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
167,"G23","3522103483","""RGB(0,219,255)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
167,"G23","3522103483","""RGB(0,219,255)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
167,"G23","3522103483","""RGB(0,219,255)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
168,"G24","3522103444","""RGB(0,182,255)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
168,"G24","3522103444","""RGB(0,182,255)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
168,"G24","3522103444","""RGB(0,182,255)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
169,"H1","3522103449","""RGB(0,255,146)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
169,"H1","3522103449","""RGB(0,255,146)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
170,"H2","3522103505","""RGB(0,255,182)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
170,"H2","3522103505","""RGB(0,255,182)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
171,"H3","3522103466","""RGB(0,255,219)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
171,"H3","3522103466","""RGB(0,255,219)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
172,"H4","3522103427","""RGB(0,255,255)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
172,"H4","3522103427","""RGB(0,255,255)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
173,"H5","3522103483","""RGB(0,219,255)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
173,"H5","3522103483","""RGB(0,219,255)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
174,"H6","3522103444","""RGB(0,182,255)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
174,"H6","3522103444","""RGB(0,182,255)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
175,"H7","3522103449","""RGB(0,255,146)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
175,"H7","3522103449","""RGB(0,255,146)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
176,"H8","3522103505","""RGB(0,255,182)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
176,"H8","3522103505","""RGB(0,255,182)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
177,"H9","3522103466","""RGB(0,255,219)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
177,"H9","3522103466","""RGB(0,255,219)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
178,"H10","3522103427","""RGB(0,255,255)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
178,"H10","3522103427","""RGB(0,255,255)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
179,"H11","3522103483","""RGB(0,219,255)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
179,"H11","3522103483","""RGB(0,219,255)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
180,"H12","3522103444","""RGB(0,182,255)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
180,"H12","3522103444","""RGB(0,182,255)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
181,"H13","3522103449","""RGB(0,255,146)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
